Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:47.8063285,Bajo,SmallSedanYellow1(Clone)18,4.2136,804.42,12.45,570.87,0.00,800.14,11.75,573.23,9.12
00:00:47.8271887,Bajo,SmallSedanYellow1(Clone)18,4.1405,804.51,12.39,570.87,0.00,800.31,11.76,573.28,9.13
00:00:47.8424862,Bajo,SmallSedanYellow1(Clone)18,4.1050,804.60,12.39,570.87,0.00,800.31,11.76,573.28,9.13
00:00:47.8589083,Bajo,SmallSedanYellow1(Clone)18,4.0719,804.68,12.38,570.88,0.00,800.49,11.76,573.32,9.13
00:00:47.8748469,Bajo,SmallSedanYellow1(Clone)18,4.0376,804.76,12.37,570.88,0.00,800.67,11.77,573.37,9.13
00:00:47.8910329,Bajo,SmallSedanYellow1(Clone)18,4.0022,804.84,12.37,570.88,0.00,800.85,11.78,573.41,9.14
00:00:47.9074679,Bajo,SmallSedanYellow1(Clone)18,3.9662,804.92,12.36,570.88,0.00,801.02,11.78,573.46,9.14
00:00:47.9226244,Bajo,SmallSedanYellow1(Clone)18,3.9296,805.00,12.36,570.88,0.00,801.02,11.78,573.46,9.14
00:00:47.9384565,Bajo,SmallSedanYellow1(Clone)18,3.8970,805.07,12.36,570.88,0.00,801.20,11.79,573.50,9.14
00:00:47.9562347,Bajo,SmallSedanYellow1(Clone)18,3.8579,805.15,12.37,570.88,0.00,801.38,11.80,573.55,9.15
00:00:47.9725570,Bajo,SmallSedanYellow1(Clone)18,3.8224,805.23,12.37,570.88,0.00,801.56,11.80,573.60,9.15
00:00:47.9894945,Bajo,SmallSedanYellow1(Clone)18,3.7863,805.30,12.37,570.88,0.00,801.73,11.81,573.64,9.16
00:00:48.0059432,Bajo,SmallSedanYellow1(Clone)18,3.7510,805.38,12.43,570.88,0.00,801.91,11.82,573.69,9.16
00:00:48.0208919,Bajo,SmallSedanYellow1(Clone)18,3.7169,805.45,12.37,570.89,0.00,801.91,11.82,573.69,9.16
00:00:48.0365939,Bajo,SmallSedanYellow1(Clone)18,3.6868,805.51,12.37,570.89,0.00,802.09,11.83,573.74,9.17
00:00:48.0524325,Bajo,SmallSedanYellow1(Clone)18,3.6552,805.58,12.44,570.89,0.00,802.26,11.83,573.78,9.17
00:00:48.0681585,Bajo,SmallSedanYellow1(Clone)18,3.6247,805.64,12.38,570.89,0.00,802.44,11.84,573.83,9.17
00:00:48.0844505,Bajo,SmallSedanYellow1(Clone)18,3.5944,805.71,12.38,570.89,0.00,802.62,11.85,573.88,9.18
00:00:48.0999088,Bajo,SmallSedanYellow1(Clone)18,3.5637,805.77,12.38,570.89,0.00,802.62,11.85,573.88,9.18
00:00:48.1159098,Bajo,SmallSedanYellow1(Clone)18,3.5377,805.83,12.38,570.89,0.00,802.79,11.85,573.93,9.18
00:00:48.1327584,Bajo,SmallSedanYellow1(Clone)18,3.5101,805.89,12.38,570.89,0.00,802.97,11.86,573.98,9.19
00:00:48.1488341,Bajo,SmallSedanYellow1(Clone)18,3.4854,805.95,12.38,570.89,0.00,803.15,11.87,574.03,9.19
00:00:48.1660396,Bajo,SmallSedanYellow1(Clone)18,3.4606,806.02,12.39,570.89,0.00,803.32,11.87,574.08,9.19
00:00:48.1904613,Bajo,SmallSedanYellow1(Clone)18,3.4288,806.11,12.39,570.89,0.00,803.50,11.88,574.13,9.20
00:00:48.2067544,Bajo,SmallSedanYellow1(Clone)18,3.4103,806.16,12.39,570.89,0.00,803.68,11.89,574.17,9.20
00:00:48.2242220,Bajo,SmallSedanYellow1(Clone)18,3.3929,806.22,12.39,570.90,0.00,803.85,11.89,574.23,9.21
00:00:48.2497867,Bajo,SmallSedanYellow1(Clone)18,3.3720,806.31,12.39,570.90,0.00,804.03,11.90,574.28,9.21
00:00:48.2662144,Bajo,SmallSedanYellow1(Clone)18,3.3619,806.37,12.39,570.90,0.00,804.21,11.91,574.33,9.21
00:00:48.2853592,Bajo,SmallSedanYellow1(Clone)18,3.3534,806.43,12.39,570.90,0.00,804.38,11.91,574.38,9.22
00:00:48.3015129,Bajo,SmallSedanYellow1(Clone)18,3.3489,806.48,12.40,570.90,0.00,804.38,11.91,574.38,9.22
00:00:48.3173682,Bajo,SmallSedanYellow1(Clone)18,3.3477,806.53,12.40,570.90,0.00,804.56,11.92,574.43,9.22
00:00:48.3335924,Bajo,SmallSedanYellow1(Clone)18,3.3491,806.58,12.40,570.90,0.00,804.74,11.93,574.48,9.23
00:00:48.3502718,Bajo,SmallSedanYellow1(Clone)18,3.3537,806.63,12.40,570.90,0.00,804.91,11.93,574.53,9.23
00:00:48.3675319,Bajo,SmallSedanYellow1(Clone)18,3.3618,806.68,12.40,570.90,0.00,805.09,11.94,574.58,9.24
00:00:48.3832025,Bajo,SmallSedanYellow1(Clone)18,3.3730,806.73,12.40,570.90,0.00,805.09,11.94,574.58,9.24
00:00:48.3991916,Bajo,SmallSedanYellow1(Clone)18,3.3860,806.77,12.40,570.90,0.00,805.27,11.94,574.64,9.24
00:00:48.4157374,Bajo,SmallSedanYellow1(Clone)18,3.4035,806.82,12.40,570.90,0.00,805.45,11.95,574.69,9.25
00:00:48.4318200,Bajo,SmallSedanYellow1(Clone)18,3.4237,806.86,12.40,570.90,0.00,805.62,11.96,574.74,9.25
00:00:48.4478540,Bajo,SmallSedanYellow1(Clone)18,3.4470,806.91,12.40,570.90,0.00,805.80,11.96,574.79,9.26
00:00:48.4629045,Bajo,SmallSedanYellow1(Clone)18,3.4736,806.95,12.41,570.91,0.00,805.80,11.96,574.79,9.26
00:00:48.4786717,Bajo,SmallSedanYellow1(Clone)18,3.5012,806.99,12.41,570.91,0.00,805.98,11.97,574.85,9.26
00:00:48.4952022,Bajo,SmallSedanYellow1(Clone)18,3.5347,807.03,12.41,570.91,0.00,806.16,11.97,574.90,9.27
00:00:48.5119090,Bajo,SmallSedanYellow1(Clone)18,3.5722,807.08,12.41,570.91,0.00,806.34,11.97,574.96,9.28
00:00:48.5283852,Bajo,SmallSedanYellow1(Clone)18,3.6126,807.12,12.41,570.91,0.00,806.51,11.98,575.01,9.28
00:00:48.5454725,Bajo,SmallSedanYellow1(Clone)18,3.6577,807.16,12.41,570.91,0.00,806.69,11.98,575.06,9.29
00:00:48.5617105,Bajo,SmallSedanYellow1(Clone)18,3.7071,807.20,12.41,570.91,0.00,806.69,11.98,575.06,9.29
00:00:48.5790724,Bajo,SmallSedanYellow1(Clone)18,3.7573,807.24,12.41,570.91,0.00,806.87,11.99,575.12,9.30
00:00:48.5959027,Bajo,SmallSedanYellow1(Clone)18,3.8117,807.28,12.41,570.91,0.00,807.05,11.99,575.17,9.30
