Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:39.7274690,Bajo,SmallSedanWhite(Clone)17,4.7126,827.56,12.75,573.39,0.00,823.90,12.17,570.13,10.23
00:00:39.7467081,Bajo,SmallSedanWhite(Clone)17,4.5859,827.56,12.75,573.39,0.00,824.10,12.17,570.15,10.24
00:00:39.7618989,Bajo,SmallSedanWhite(Clone)17,4.4835,827.56,12.75,573.39,0.00,824.10,12.17,570.15,10.24
00:00:39.7779001,Bajo,SmallSedanWhite(Clone)17,4.3890,827.56,12.67,573.39,0.00,824.31,12.17,570.17,10.25
00:00:39.7938747,Bajo,SmallSedanWhite(Clone)17,4.2899,827.56,12.67,573.39,0.00,824.51,12.17,570.19,10.26
00:00:39.8100242,Bajo,SmallSedanWhite(Clone)17,4.1907,827.56,12.67,573.39,0.00,824.72,12.17,570.21,10.27
00:00:39.8258647,Bajo,SmallSedanWhite(Clone)17,4.0947,827.57,12.67,573.39,0.00,824.92,12.17,570.23,10.28
00:00:39.8410826,Bajo,SmallSedanWhite(Clone)17,3.9988,827.62,12.67,573.39,0.00,824.92,12.17,570.23,10.28
00:00:39.8571750,Bajo,SmallSedanWhite(Clone)17,3.9096,827.67,12.67,573.39,0.00,825.13,12.17,570.25,10.29
00:00:39.8822673,Bajo,SmallSedanWhite(Clone)17,3.7650,827.76,12.67,573.39,0.00,825.33,12.17,570.27,10.30
00:00:39.8985144,Bajo,SmallSedanWhite(Clone)17,3.6734,827.81,12.64,573.39,0.00,825.54,12.17,570.29,10.31
00:00:39.9147725,Bajo,SmallSedanWhite(Clone)17,3.5817,827.86,12.67,573.39,0.00,825.74,12.17,570.31,10.32
00:00:39.9322350,Bajo,SmallSedanWhite(Clone)17,3.4881,827.92,12.67,573.39,0.00,825.95,12.17,570.33,10.33
00:00:39.9495733,Bajo,SmallSedanWhite(Clone)17,3.3931,827.98,12.75,573.39,0.00,826.15,12.17,570.35,10.34
00:00:39.9662237,Bajo,SmallSedanWhite(Clone)17,3.3058,828.04,12.67,573.39,0.00,826.36,12.17,570.37,10.35
00:00:39.9901664,Bajo,SmallSedanWhite(Clone)17,3.1828,828.12,12.67,573.39,0.00,826.57,12.17,570.39,10.37
00:00:40.0066751,Bajo,SmallSedanWhite(Clone)17,3.1010,828.18,12.67,573.40,0.00,826.77,12.17,570.41,10.38
00:00:40.0249454,Bajo,SmallSedanWhite(Clone)17,3.0133,828.24,12.67,573.40,0.00,826.98,12.17,570.44,10.39
00:00:40.0414292,Bajo,SmallSedanWhite(Clone)17,2.9319,828.31,12.75,573.40,0.00,826.98,12.17,570.44,10.39
00:00:40.0659007,Bajo,SmallSedanWhite(Clone)17,2.8302,828.39,12.75,573.40,0.00,827.39,12.17,570.48,10.41
00:00:40.0809704,Bajo,SmallSedanWhite(Clone)17,2.7589,828.45,12.75,573.40,0.00,827.39,12.17,570.48,10.41
00:00:40.0970133,Bajo,SmallSedanWhite(Clone)17,2.6970,828.51,12.75,573.40,0.00,827.60,12.17,570.50,10.42
00:00:40.1133929,Bajo,SmallSedanWhite(Clone)17,2.6333,828.57,12.75,573.40,0.00,827.81,12.17,570.52,10.43
00:00:40.1297497,Bajo,SmallSedanWhite(Clone)17,2.5731,828.63,12.75,573.40,0.00,828.02,12.17,570.54,10.44
00:00:40.1470031,Bajo,SmallSedanWhite(Clone)17,2.5137,828.69,12.75,573.40,0.00,828.22,12.17,570.56,10.45
00:00:40.1640590,Alto,SmallSedanWhite(Clone)17,2.4585,828.76,12.75,573.40,0.00,828.43,12.17,570.58,10.46
00:00:40.1807953,Alto,SmallSedanWhite(Clone)17,2.4053,828.83,12.75,573.40,0.00,828.43,12.17,570.58,10.46
00:00:40.1979975,Alto,SmallSedanWhite(Clone)17,2.3611,828.89,12.75,573.40,0.00,828.64,12.17,570.60,10.47
00:00:40.2138959,Alto,SmallSedanWhite(Clone)17,2.3219,828.95,12.75,573.41,0.00,828.85,12.17,570.62,10.48
00:00:40.2299289,Alto,SmallSedanWhite(Clone)17,2.2870,829.01,12.75,573.41,0.00,829.06,12.17,570.64,10.50
00:00:40.2460472,Alto,SmallSedanWhite(Clone)17,2.2562,829.08,12.75,573.41,0.00,829.27,12.17,570.66,10.51
00:00:40.2617227,Alto,SmallSedanWhite(Clone)17,2.2293,829.14,12.75,573.41,0.00,829.27,12.17,570.66,10.51
00:00:40.2863448,Alto,SmallSedanWhite(Clone)17,2.2003,829.24,12.75,573.41,0.00,829.69,12.17,570.70,10.53
00:00:40.3010464,Alto,SmallSedanWhite(Clone)17,2.1857,829.30,12.75,573.41,0.00,829.69,12.17,570.70,10.53
00:00:40.3177923,Alto,SmallSedanWhite(Clone)17,2.1765,829.37,12.75,573.41,0.00,829.90,12.17,570.73,10.54
00:00:40.3351518,Alto,SmallSedanWhite(Clone)17,2.1715,829.44,12.75,573.41,0.00,830.11,12.17,570.75,10.55
00:00:40.3547815,Alto,SmallSedanWhite(Clone)17,2.1727,829.53,12.75,573.41,0.00,830.32,12.17,570.77,10.56
00:00:40.3704270,Alto,SmallSedanWhite(Clone)17,2.1787,829.59,12.75,573.41,0.00,830.53,12.17,570.79,10.57
00:00:40.3870639,Alto,SmallSedanWhite(Clone)17,2.1898,829.66,12.75,573.41,0.00,830.74,12.17,570.81,10.58
00:00:40.4018612,Alto,SmallSedanWhite(Clone)17,2.2049,829.73,12.74,573.42,0.00,830.74,12.17,570.81,10.58
