Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:18.1977579,Bajo,SmallSedanGreen1(Clone)2,4.5634,714.75,7.22,579.90,0.00,713.06,6.72,575.36,9.71
00:00:18.2299374,Bajo,SmallSedanGreen1(Clone)2,4.5019,714.83,7.31,579.90,0.00,713.45,6.72,575.31,9.73
00:00:18.2625731,Bajo,SmallSedanGreen1(Clone)2,4.4450,714.92,7.31,579.90,0.00,713.64,6.72,575.28,9.74
00:00:18.3226134,Bajo,SmallSedanGreen1(Clone)2,4.3764,715.07,7.31,579.90,0.00,714.22,6.72,575.22,9.77
00:00:18.3678355,Bajo,SmallSedanGreen1(Clone)2,4.3414,715.19,7.31,579.91,0.00,714.61,6.72,575.17,9.79
00:00:18.3986811,Bajo,SmallSedanGreen1(Clone)2,4.3339,715.26,7.31,579.91,0.00,715.00,6.72,575.13,9.82
00:00:18.4320294,Bajo,SmallSedanGreen1(Clone)2,4.3374,715.35,7.31,579.91,0.00,715.40,6.72,575.09,9.84
00:00:18.4655767,Bajo,SmallSedanGreen1(Clone)2,4.3510,715.43,7.31,579.91,0.00,715.59,6.72,575.07,9.85
00:00:18.5215465,Bajo,SmallSedanGreen1(Clone)2,4.4031,715.55,7.31,579.91,0.00,716.18,6.72,575.02,9.88
00:00:18.5675242,Bajo,SmallSedanGreen1(Clone)2,4.4758,715.67,7.31,579.91,0.00,716.58,6.72,574.98,9.90
00:00:31.3333805,Alto,SmallSedanBlue2(Clone)1,1.3485,783.21,10.92,582.59,5.54,782.16,10.40,584.32,1.07
00:00:31.3991733,Alto,SmallSedanBlue2(Clone)1,1.3001,783.09,10.91,582.59,5.55,782.22,10.41,584.34,1.05
00:00:31.4875227,Alto,SmallSedanBlue2(Clone)1,1.2710,782.93,10.90,582.59,5.55,782.30,10.42,584.35,1.02
00:00:31.5323355,Alto,SmallSedanBlue2(Clone)1,1.2751,782.80,10.88,582.59,5.56,782.36,10.42,584.36,0.99
00:00:31.5629129,Alto,SmallSedanBlue2(Clone)1,1.2845,782.76,10.92,582.59,5.56,782.38,10.42,584.36,0.99
00:00:31.6010805,Alto,SmallSedanBlue2(Clone)1,1.3065,782.67,10.87,582.59,5.56,782.41,10.43,584.37,0.97
00:00:31.6656363,Alto,SmallSedanBlue2(Clone)1,1.3624,782.55,10.86,582.58,5.56,782.47,10.43,584.37,0.95
00:00:31.7540592,Alto,SmallSedanBlue2(Clone)1,1.4971,782.32,10.92,582.58,5.56,782.56,10.44,584.38,0.91
00:00:31.8326387,Alto,SmallSedanBlue2(Clone)1,1.6370,782.15,10.91,582.58,5.56,782.63,10.45,584.39,0.89
00:00:31.8988822,Alto,SmallSedanBlue2(Clone)1,1.7510,782.04,10.89,582.58,5.56,782.68,10.46,584.40,0.87
00:00:31.9879486,Alto,SmallSedanBlue2(Clone)1,1.9060,781.89,10.88,582.59,5.51,782.75,10.46,584.41,0.84
00:00:32.0314944,Alto,SmallSedanBlue2(Clone)1,2.0399,781.58,10.76,582.58,5.44,782.80,10.47,584.41,0.82
00:00:32.0655967,Alto,SmallSedanBlue2(Clone)1,2.0946,781.46,10.75,582.58,5.48,782.82,10.47,584.42,0.82
00:00:32.0986980,Alto,SmallSedanBlue2(Clone)1,2.1936,781.24,10.73,582.57,5.55,782.85,10.47,584.42,0.80
00:00:32.1529559,Alto,SmallSedanBlue2(Clone)1,2.3507,780.90,10.70,582.55,5.48,782.90,10.48,584.43,0.78
00:00:32.2332928,Bajo,SmallSedanBlue2(Clone)1,2.5783,780.46,10.65,582.52,5.44,782.96,10.48,584.44,0.76
00:00:32.2995585,Bajo,SmallSedanBlue2(Clone)1,2.8015,780.13,10.62,582.47,5.54,783.00,10.49,584.44,0.74
00:00:32.3308655,Bajo,SmallSedanBlue2(Clone)1,3.0528,779.91,10.60,582.39,5.56,783.03,10.49,584.45,0.72
00:00:32.4214603,Bajo,SmallSedanBlue2(Clone)1,3.5660,779.48,10.56,582.23,5.56,783.08,10.50,584.45,0.70
00:00:32.5349131,Bajo,SmallSedanBlue2(Clone)1,4.3090,778.83,10.48,582.03,5.56,783.16,10.50,584.47,0.66
