Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:24.8170574,Bajo,SmallSedanYellow2(Clone)9,4.4069,591.09,7.78,620.24,10.08,596.08,7.26,619.67,7.56
00:00:24.8827938,Bajo,SmallSedanYellow2(Clone)9,4.1016,591.19,7.78,620.57,10.23,595.79,7.26,619.33,7.47
00:00:24.9178452,Bajo,SmallSedanYellow2(Clone)9,4.0034,591.25,7.79,620.79,10.33,595.62,7.26,619.09,7.41
00:00:24.9524699,Bajo,SmallSedanYellow2(Clone)9,3.9805,591.32,7.79,621.02,10.43,595.45,7.26,618.85,7.34
00:00:25.0180574,Bajo,SmallSedanYellow2(Clone)9,4.0706,591.40,7.59,621.32,10.58,595.22,7.27,618.48,7.22
00:00:25.0503676,Bajo,SmallSedanYellow2(Clone)9,4.2186,591.47,7.59,621.54,10.68,595.09,7.27,618.22,7.14
00:00:25.1517804,Bajo,SmallSedanYellow2(Clone)9,4.8466,591.63,7.59,622.07,10.93,594.82,7.27,617.58,6.95
00:00:26.2508687,Colision,SmallSedanRed(Clone)16,0.4398,592.11,7.69,610.03,2.56,592.93,7.26,610.40,6.63
00:00:26.2867264,Colision,SmallSedanRed(Clone)16,0.3225,592.13,7.69,610.12,2.38,592.87,7.26,610.14,6.56
00:00:26.3171461,Colision,SmallSedanRed(Clone)16,0.2399,592.14,7.69,610.17,2.38,592.85,7.26,610.02,6.52
00:00:26.4874706,Colision,SmallSedanRed(Clone)16,0.3019,591.98,7.69,609.31,2.02,592.78,7.27,608.90,6.01
00:00:26.5168121,Colision,SmallSedanRed(Clone)16,0.3417,591.95,7.69,609.16,2.02,592.79,7.28,608.78,5.95
00:00:26.5520952,Colision,SmallSedanRed(Clone)16,0.3964,591.93,7.74,609.01,0.00,592.82,7.28,608.55,5.88
00:00:26.6018513,Colision,SmallSedanRed(Clone)16,0.4851,591.89,7.69,608.81,0.00,592.86,7.28,608.21,5.85
00:00:26.6291996,Colision,SmallSedanRed(Clone)16,0.5459,591.87,7.69,608.70,0.00,592.88,7.28,608.10,5.83
00:00:26.6497736,Colision,SmallSedanRed(Clone)16,0.5940,591.86,7.69,608.62,0.00,592.90,7.28,607.99,5.82
