Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:11.3455853,Bajo,SmallSedanGrey(Clone)4,4.4387,682.52,7.84,629.12,0.00,677.58,7.47,628.80,3.11
00:00:11.3602209,Bajo,SmallSedanGrey(Clone)4,4.4410,682.53,7.84,629.11,0.00,677.59,7.47,628.73,3.11
00:00:11.3696474,Bajo,SmallSedanGrey(Clone)4,4.4429,682.54,7.84,629.10,0.00,677.59,7.47,628.73,3.11
00:00:11.3789900,Bajo,SmallSedanGrey(Clone)4,4.4445,682.54,7.84,629.09,0.00,677.60,7.47,628.67,3.11
00:00:11.3885818,Bajo,SmallSedanGrey(Clone)4,4.4466,682.55,7.84,629.08,0.00,677.60,7.47,628.67,3.11
00:00:11.3986287,Bajo,SmallSedanGrey(Clone)4,4.4484,682.56,7.84,629.07,0.00,677.60,7.47,628.61,3.11
00:00:11.4076992,Bajo,SmallSedanGrey(Clone)4,4.4505,682.56,7.84,629.07,0.00,677.60,7.47,628.61,3.11
00:00:11.4169158,Bajo,SmallSedanGrey(Clone)4,4.4522,682.57,7.84,629.06,0.00,677.61,7.47,628.55,3.12
00:00:11.4266782,Bajo,SmallSedanGrey(Clone)4,4.4546,682.58,7.84,629.05,0.00,677.61,7.47,628.55,3.12
00:00:11.4361119,Bajo,SmallSedanGrey(Clone)4,4.4565,682.58,7.84,629.04,0.00,677.62,7.47,628.49,3.12
00:00:11.4450176,Bajo,SmallSedanGrey(Clone)4,4.4588,682.59,7.84,629.03,0.00,677.62,7.47,628.49,3.12
00:00:11.4544092,Bajo,SmallSedanGrey(Clone)4,4.4608,682.59,7.84,629.02,0.00,677.63,7.47,628.42,3.12
00:00:11.4635084,Bajo,SmallSedanGrey(Clone)4,4.4633,682.60,7.84,629.01,0.00,677.63,7.47,628.42,3.12
00:00:11.4732620,Bajo,SmallSedanGrey(Clone)4,4.4656,682.60,7.84,629.01,0.00,677.64,7.47,628.36,3.12
00:00:11.4824682,Bajo,SmallSedanGrey(Clone)4,4.4683,682.61,7.84,629.00,0.00,677.64,7.47,628.36,3.12
00:00:11.4933167,Bajo,SmallSedanGrey(Clone)4,4.4710,682.62,7.84,628.99,0.00,677.65,7.47,628.30,3.12
00:00:11.5026211,Bajo,SmallSedanGrey(Clone)4,4.4738,682.62,7.84,628.98,0.00,677.65,7.47,628.30,3.12
00:00:11.5125050,Bajo,SmallSedanGrey(Clone)4,4.4763,682.63,7.84,628.97,0.00,677.65,7.47,628.24,3.13
00:00:11.5212650,Bajo,SmallSedanGrey(Clone)4,4.4791,682.63,7.84,628.96,0.00,677.65,7.47,628.24,3.13
00:00:11.5296621,Bajo,SmallSedanGrey(Clone)4,4.4816,682.64,7.84,628.96,0.00,677.65,7.47,628.24,3.13
00:00:11.5390090,Bajo,SmallSedanGrey(Clone)4,4.4842,682.64,7.84,628.95,0.00,677.66,7.46,628.18,3.13
00:00:11.5475282,Bajo,SmallSedanGrey(Clone)4,4.4871,682.65,7.84,628.94,0.00,677.66,7.46,628.18,3.13
00:00:11.5567121,Bajo,SmallSedanGrey(Clone)4,4.4898,682.65,7.84,628.93,0.00,677.67,7.46,628.11,3.13
00:00:11.5651952,Bajo,SmallSedanGrey(Clone)4,4.4928,682.66,7.84,628.92,0.00,677.67,7.46,628.11,3.13
00:00:11.5743977,Bajo,SmallSedanGrey(Clone)4,4.4957,682.66,7.84,628.92,0.00,677.68,7.46,628.05,3.13
00:00:11.5829038,Bajo,SmallSedanGrey(Clone)4,4.4988,682.67,7.84,628.91,0.00,677.68,7.46,628.05,3.13
00:00:11.5923529,Bajo,SmallSedanGrey(Clone)4,4.5019,682.67,7.84,628.90,0.00,677.69,7.46,627.99,3.14
00:00:11.6017878,Bajo,SmallSedanGrey(Clone)4,4.5055,682.68,7.84,628.89,0.00,677.69,7.46,627.99,3.14
00:00:11.6120038,Bajo,SmallSedanGrey(Clone)4,4.5090,682.68,7.84,628.89,0.00,677.70,7.46,627.93,3.14
00:00:11.6217885,Bajo,SmallSedanGrey(Clone)4,4.5128,682.69,7.83,628.88,0.00,677.70,7.46,627.93,3.14
00:00:11.6310296,Bajo,SmallSedanGrey(Clone)4,4.5163,682.70,7.83,628.87,0.00,677.70,7.46,627.93,3.14
00:00:11.6412911,Bajo,SmallSedanGrey(Clone)4,4.5201,682.70,7.83,628.86,0.00,677.71,7.46,627.87,3.14
00:00:11.6509821,Bajo,SmallSedanGrey(Clone)4,4.5241,682.71,7.83,628.85,0.00,677.71,7.46,627.87,3.14
00:00:11.6612976,Bajo,SmallSedanGrey(Clone)4,4.5280,682.71,7.83,628.84,0.00,677.71,7.46,627.80,3.14
00:00:11.6702562,Bajo,SmallSedanGrey(Clone)4,4.5320,682.72,7.83,628.84,0.00,677.71,7.46,627.80,3.14
00:00:11.6796931,Bajo,SmallSedanGrey(Clone)4,4.5357,682.72,7.83,628.83,0.00,677.72,7.46,627.74,3.15
00:00:11.6884533,Bajo,SmallSedanGrey(Clone)4,4.5397,682.73,7.83,628.82,0.00,677.72,7.46,627.74,3.15
00:00:11.6989313,Bajo,SmallSedanGrey(Clone)4,4.5441,682.73,7.83,628.81,0.00,677.73,7.46,627.68,3.15
00:00:11.7079141,Bajo,SmallSedanGrey(Clone)4,4.5484,682.74,7.83,628.81,0.00,677.73,7.46,627.68,3.15
00:00:11.7170815,Bajo,SmallSedanGrey(Clone)4,4.5523,682.74,7.83,628.80,0.00,677.74,7.46,627.62,3.15
00:00:11.7259706,Bajo,SmallSedanGrey(Clone)4,4.5567,682.75,7.83,628.79,0.00,677.74,7.46,627.62,3.15
00:00:11.7352276,Bajo,SmallSedanGrey(Clone)4,4.5608,682.75,7.83,628.78,0.00,677.75,7.46,627.55,3.15
00:00:11.7443980,Bajo,SmallSedanGrey(Clone)4,4.5655,682.76,7.83,628.78,0.00,677.75,7.46,627.55,3.15
00:00:11.7536457,Bajo,SmallSedanGrey(Clone)4,4.5698,682.76,7.83,628.77,0.00,677.76,7.45,627.49,3.16
00:00:11.7626911,Bajo,SmallSedanGrey(Clone)4,4.5746,682.77,7.83,628.76,0.00,677.76,7.45,627.49,3.16
00:00:11.7719593,Bajo,SmallSedanGrey(Clone)4,4.5790,682.77,7.83,628.76,0.00,677.77,7.45,627.43,3.16
00:00:11.7807385,Bajo,SmallSedanGrey(Clone)4,4.5838,682.78,7.83,628.75,0.00,677.77,7.45,627.43,3.16
00:00:11.8019471,Bajo,SmallSedanGrey(Clone)4,4.5945,682.79,7.83,628.73,0.00,677.77,7.45,627.37,3.16
00:00:11.8140721,Bajo,SmallSedanGrey(Clone)4,4.6013,682.79,7.83,628.72,0.00,677.78,7.45,627.30,3.16
00:00:11.8236765,Bajo,SmallSedanGrey(Clone)4,4.6069,682.80,7.83,628.71,0.00,677.78,7.45,627.30,3.16
00:00:11.8335291,Bajo,SmallSedanGrey(Clone)4,4.6121,682.80,7.83,628.71,0.00,677.79,7.45,627.24,3.17
